city,country,province,Continent
Olbia,Italy,Sardegna,Europe
Cagliari,Italy,Sardegna,Europe
Pisa,Italy,Toscana,Europe
Livorno,Italy,Toscana,Europe
Siena,Italy,Toscana,Europe
Arezzo,Italy,Toscana,Europe
Catanzaro,Italy,Calabria,Europe
Salerno,Italy,Campania,Europe
Benevento,Italy,Campania,Europe
Bari,Italy,Apulia,Europe
Foggia,Italy,Apulia,Europe
Lecce,Italy,Apulia,Europe
Brindisi,Italy,Apulia,Europe
Taranto,Italy,Apulia,Europe
Messina,Italy,Sicily,Europe
Marsala,Italy,Sicily,Europe
Siracusa,Italy,Sicily,Europe
Pescara,Italy,Abruzzo,Europe
L'Aquila,Italy,Abruzzo,Europe
Civitavecchia,Italy,Lazio,Europe
Ancona,Italy,Marche,Europe
Perugia,Italy,Umbria,Europe
Bergamo,Italy,Lombardia,Europe
Trieste,Italy,Friuli-Venezia Giulia,Europe
Bolzano,Italy,Trentino-Alto Adige,Europe
Trento,Italy,Trentino-Alto Adige,Europe
Verona,Italy,Veneto,Europe
Sassari,Italy,Sardegna,Europe
Turin,Italy,Piemonte,Europe
Genoa,Italy,Liguria,Europe
Florence,Italy,Toscana,Europe
Catania,Italy,Sicily,Europe
Venice,Italy,Veneto,Europe
Palermo,Italy,Sicily,Europe
Naples,Italy,Campania,Europe
Milan,Italy,Lombardia,Europe
Rome,Italy,Lazio,Europe
Touba,Ivory Coast,Bafing,Africa
Bouafle,Ivory Coast,Marahoué,Africa
Divo,Ivory Coast,Sud-Bandama,Africa
Toumodi,Ivory Coast,Lacs,Africa
Aboisso,Ivory Coast,Sud-Comoé,Africa
Ferkessedougou,Ivory Coast,Savanes,Africa
Odienne,Ivory Coast,Denguélé,Africa
Man,Ivory Coast,Dix-Huit Montagnes,Africa
Seguela,Ivory Coast,Worodougou,Africa
Gagnoa,Ivory Coast,Fromager,Africa
Soubre,Ivory Coast,Bas-Sassandra,Africa
San-Pedro,Ivory Coast,Bas-Sassandra,Africa
Sassandra,Ivory Coast,Bas-Sassandra,Africa
Bondoukou,Ivory Coast,Zanzan,Africa
Agboville,Ivory Coast,Agnéby,Africa
Dimbokro,Ivory Coast,N'zi-Comoé,Africa
Grand Bassam,Ivory Coast,Lagunes,Africa
Dabou,Ivory Coast,Lagunes,Africa
Guiglo,Ivory Coast,Moyen-Cavally,Africa
Abengourou,Ivory Coast,Moyen-Comoe,Africa
Korhogo,Ivory Coast,Savanes,Africa
Daloa,Ivory Coast,Haut-Sassandra,Africa
Bouake,Ivory Coast,Vallée du Bandama,Africa
Yamoussoukro,Ivory Coast,Lacs,Africa
Abidjan,Ivory Coast,Lagunes,Africa
Lucea,Jamaica,Hanover,North America
Mandeville,Jamaica,Manchester,North America
Black River,Jamaica,Saint Elizabeth,North America
Falmouth,Jamaica,Trelawny,North America
Savanna-la-Mar,Jamaica,Westmoreland,North America
Port Antonio,Jamaica,Portland,North America
St. Ann's Bay,Jamaica,Saint Ann,North America
Port Maria,Jamaica,Saint Mary,North America
Half Way Tree,Jamaica,Saint Andrew,North America
Port Morant,Jamaica,Saint Thomas,North America
May Pen,Jamaica,Clarendon,North America
Spanish Town,Jamaica,Saint Catherine,North America
Montego Bay,Jamaica,Saint James,North America
Kingston,Jamaica,Kingston,North America
Okayama,Japan,Okayama,Asia
Shimonoseki,Japan,Yamaguchi,Asia
Kanoya,Japan,Kagoshima,Asia
Takamatsu,Japan,Kagawa,Asia
Tokushima,Japan,Tokushima,Asia
Toyama,Japan,Toyama,Asia
Takaoka,Japan,Toyama,Asia
Otsu,Japan,Shiga,Asia
Maebashi,Japan,Gunma,Asia
Kawasaki,Japan,Kanagawa,Asia
Kawagoe,Japan,Saitama,Asia
Utsunomiya,Japan,Tochigi,Asia
Hachioji,Japan,Tokyo,Asia
Koriyama,Japan,Fukushima,Asia
Kure,Japan,Hiroshima,Asia
Matsue,Japan,Shimane,Asia
Tottori,Japan,Tottori,Asia
Sasebo,Japan,Nagasaki,Asia
Kitakyushu,Japan,Fukuoka,Asia
Kumamoto,Japan,Kumamoto,Asia
Oita,Japan,Oita,Asia
Gifu,Japan,Gifu,Asia
Tsu,Japan,Mie,Asia
Matsumoto,Japan,Nagano,Asia
Shizuoka,Japan,Shizuoka,Asia
Hamamatsu,Japan,Shizuoka,Asia
Obihiro,Japan,Hokkaido,Asia
Tomakomai,Japan,Hokkaido,Asia
Kitami,Japan,Hokkaido,Asia
Otaru,Japan,Hokkaido,Asia
Fukui,Japan,Fukui,Asia
Maizuru,Japan,Kyoto,Asia
Wakayama,Japan,Wakayama,Asia
Mito,Japan,Ibaraki,Asia
Kofu,Japan,Yamanashi,Asia
Iwaki,Japan,Fukushima,Asia
Nagaoka,Japan,Niigata,Asia
Yamagata,Japan,Yamagata,Asia
Tsuruoka,Japan,Yamagata,Asia
Kagoshima,Japan,Kagoshima,Asia
Matsuyama,Japan,Ehime,Asia
Kanazawa,Japan,Ishikawa,Asia
Muroran,Japan,Hokkaido,Asia
Asahikawa,Japan,Hokkaido,Asia
Kobe,Japan,Hyogo,Asia
Yokohama,Japan,Kanagawa,Asia
Akita,Japan,Akita,Asia
Aomori,Japan,Aomori,Asia
Hirosaki,Japan,Aomori,Asia
Hachinohe,Japan,Aomori,Asia
Fukushima,Japan,Fukushima,Asia
Morioka,Japan,Iwate,Asia
Niigata,Japan,Niigata,Asia
Fukuoka,Japan,Fukuoka,Asia
Miyazaki,Japan,Miyazaki,Asia
Naha,Japan,Okinawa,Asia
Kochi,Japan,Kochi,Asia
Nagoya,Japan,Aichi,Asia
Nagano,Japan,Nagano,Asia
Kushiro,Japan,Hokkaido,Asia
Hakodate,Japan,Hokkaido,Asia
Kyoto,Japan,Kyoto,Asia
Sendai,Japan,Miyagi,Asia
Sakata,Japan,Yamagata,Asia
Nagasaki,Japan,Nagasaki,Asia
Hiroshima,Japan,Hiroshima,Asia
Sapporo,Japan,Hokkaido,Asia
Osaka,Japan,Osaka,Asia
Tokyo,Japan,Tokyo,Asia
Al Mafraq,Jordan,Mafraq,Asia
At Tafilah,Jordan,Tafilah,Asia
Ma'an,Jordan,Ma`an,Asia
Irbid,Jordan,Irbid,Asia
As Salt,Jordan,Balqa,Asia
Az Zarqa,Jordan,Zarqa,Asia
Al Aqabah,Jordan,Aqaba,Asia
Al Karak,Jordan,Karak,Asia
Amman,Jordan,Amman,Asia
Turgay,Kazakhstan,Qostanay,Asia
Mangyshlak,Kazakhstan,Mangghystau,Asia
Maqat,Kazakhstan,Atyrau,Asia
Bestobe,Kazakhstan,Aqmola,Asia
Osakarovka,Kazakhstan,Qaraghandy,Asia
Aqadyr,Kazakhstan,Qaraghandy,Asia
Sharbaqty,Kazakhstan,Pavlodar,Asia
Shemonaikha,Kazakhstan,East Kazakhstan,Asia
Serebryansk,Kazakhstan,East Kazakhstan,Asia
Boralday,Kazakhstan,Almaty,Asia
Zharkent,Kazakhstan,Almaty,Asia
Esik,Kazakhstan,Almaty,Asia
Lenger,Kazakhstan,South Kazakhstan,Asia
Kentau,Kazakhstan,South Kazakhstan,Asia
Zhosaly,Kazakhstan,Qyzylorda,Asia
Oktyabrsk,Kazakhstan,Aqtöbe,Asia
Algha,Kazakhstan,Aqtöbe,Asia
Bayghanin,Kazakhstan,Aqtöbe,Asia
Embi,Kazakhstan,Aqtöbe,Asia
Zhetiqara,Kazakhstan,Qostanay,Asia
Komsomolets,Kazakhstan,Qostanay,Asia
Tobol,Kazakhstan,Qostanay,Asia
Qusmuryn,Kazakhstan,Qostanay,Asia
Shieli,Kazakhstan,Qyzylorda,Asia
Makhambet,Kazakhstan,Atyrau,Asia
Chapaev,Kazakhstan,West Kazakhstan,Asia
Zhanibek,Kazakhstan,West Kazakhstan,Asia
Aqsay,Kazakhstan,West Kazakhstan,Asia
Esil,Kazakhstan,Aqmola,Asia
Derzhavinsk,Kazakhstan,Aqmola,Asia
Zhaltyr,Kazakhstan,Aqmola,Asia
Makinsk,Kazakhstan,Aqmola,Asia
Aqsu,Kazakhstan,Aqmola,Asia
Zholymbet,Kazakhstan,Aqmola,Asia
Erymentau,Kazakhstan,Aqmola,Asia
Saryshaghan,Kazakhstan,Qaraghandy,Asia
Qarazhal,Kazakhstan,Qaraghandy,Asia
Atasu,Kazakhstan,Qaraghandy,Asia
Kishkenekol,Kazakhstan,North Kazakhstan,Asia
Tayynsha,Kazakhstan,North Kazakhstan,Asia
Bulaevo,Kazakhstan,North Kazakhstan,Asia
Ertis,Kazakhstan,Pavlodar,Asia
Kachiry,Kazakhstan,Pavlodar,Asia
Zaysan,Kazakhstan,East Kazakhstan,Asia
Zyryanovsk,Kazakhstan,East Kazakhstan,Asia
Ridder,Kazakhstan,East Kazakhstan,Asia
Shar,Kazakhstan,East Kazakhstan,Asia
Urzhar,Kazakhstan,East Kazakhstan,Asia
Sarqan,Kazakhstan,Almaty,Asia
Ushtobe,Kazakhstan,Almaty,Asia
Shonzhy,Kazakhstan,Almaty,Asia
Qapshaghay,Kazakhstan,Almaty,Asia
Otar,Kazakhstan,Almaty,Asia
Fort Shevchenko,Kazakhstan,Mangghystau,Asia
Zhangaozen,Kazakhstan,Mangghystau,Asia
Arys,Kazakhstan,South Kazakhstan,Asia
Burylbaytal,Kazakhstan,Zhambyl,Asia
Shu,Kazakhstan,Zhambyl,Asia
Qulan,Kazakhstan,Zhambyl,Asia
Oytal,Kazakhstan,Zhambyl,Asia
Qaratau,Kazakhstan,Zhambyl,Asia
Khromtau,Kazakhstan,Aqtöbe,Asia
Arqalyq,Kazakhstan,Qostanay,Asia
Oostanay,Kazakhstan,Qostanay,Asia
Baykonur,Kazakhstan,Qyzylorda,Asia
Balyqshy,Kazakhstan,Atyrau,Asia
Atbasar,Kazakhstan,Aqmola,Asia
Kokshetau,Kazakhstan,Aqmola,Asia
Temirtau,Kazakhstan,Qaraghandy,Asia
Zhezqazghan,Kazakhstan,Qaraghandy,Asia
Qarqaraly,Kazakhstan,Qaraghandy,Asia
Balqash,Kazakhstan,Qaraghandy,Asia
Petropavlovsk,Kazakhstan,North Kazakhstan,Asia
Ayakoz,Kazakhstan,East Kazakhstan,Asia
Taldyqorghan,Kazakhstan,Almaty,Asia
Turkistan,Kazakhstan,South Kazakhstan,Asia
Shalqar,Kazakhstan,Aqtöbe,Asia
Qazaly,Kazakhstan,Qyzylorda,Asia
Aral,Kazakhstan,Qyzylorda,Asia
Qulsary,Kazakhstan,Atyrau,Asia
Oral,Kazakhstan,West Kazakhstan,Asia
Beyneu,Kazakhstan,Mangghystau,Asia
Aqtau,Kazakhstan,Mangghystau,Asia
Aqtobe,Kazakhstan,Aqtöbe,Asia
Rudny,Kazakhstan,Qostanay,Asia
Qyzylorda,Kazakhstan,Qyzylorda,Asia
Atyrau,Kazakhstan,Atyrau,Asia
Ekibastuz,Kazakhstan,Pavlodar,Asia
Pavlodar,Kazakhstan,Pavlodar,Asia
Semey,Kazakhstan,East Kazakhstan,Asia
Oskemen,Kazakhstan,East Kazakhstan,Asia
Shymkent,Kazakhstan,South Kazakhstan,Asia
Taraz,Kazakhstan,Zhambyl,Asia
Astana,Kazakhstan,Aqmola,Asia
Qaraghandy,Kazakhstan,Qaraghandy,Asia
Almaty,Kazakhstan,Almaty,Asia
Nyeri,Kenya,Central,Africa
Mwingi,Kenya,Eastern,Africa
Embu,Kenya,Eastern,Africa
Machakos,Kenya,Eastern,Africa
Nanyuki,Kenya,Rift Valley,Africa
Maralal,Kenya,Rift Valley,Africa
Konza,Kenya,Rift Valley,Africa
Lodwar,Kenya,Rift Valley,Africa
Eldama Ravine,Kenya,Rift Valley,Africa
Sotik,Kenya,Rift Valley,Africa
Namanga,Kenya,Rift Valley,Africa
Naivasha,Kenya,Rift Valley,Africa
Kericho,Kenya,Rift Valley,Africa
Kitale,Kenya,Rift Valley,Africa
Bungoma,Kenya,Western,Africa
Kakamega,Kenya,Western,Africa
Wajir,Kenya,North-Eastern,Africa
Garissa,Kenya,North-Eastern,Africa
Witu,Kenya,Coast,Africa
Tsavo,Kenya,Coast,Africa
Voi,Kenya,Coast,Africa
Kilifi,Kenya,Coast,Africa
Thika,Kenya,Central,Africa
Kendu Bay,Kenya,Nyanza,Africa
Karungu,Kenya,Nyanza,Africa
Kisii,Kenya,Nyanza,Africa
Marsabit,Kenya,Eastern,Africa
Moyale,Kenya,Eastern,Africa
Nakuru,Kenya,Rift Valley,Africa
Lamu,Kenya,Coast,Africa
Malindi,Kenya,Coast,Africa
Kisumu,Kenya,Nyanza,Africa
Meru,Kenya,Eastern,Africa
Eldoret,Kenya,Rift Valley,Africa
Mombasa,Kenya,Coast,Africa
Nairobi,Kenya,Nairobi,Africa
Tarawa,Kiribati,,Australia
Prizren,Kosovo,Prizren,Europe
Pec,Kosovo,Ðakovica,Europe
Pristina,Kosovo,Pristina,Europe
Hawalli,Kuwait,Hawalli,Asia
Al Ahmadi,Kuwait,Al Ahmadi,Asia
Al Jahra,Kuwait,Al Jahrah,Asia
Kuwait,Kuwait,Al Kuwayt,Asia
Tokmak,Kyrgyzstan,Bishkek,Asia
Kara Balta,Kyrgyzstan,Bishkek,Asia
Cholpon Ata,Kyrgyzstan,Ysyk-Köl,Asia
Naryn,Kyrgyzstan,Naryn,Asia
Kok Yangak,Kyrgyzstan,Jalal-Abad,Asia
Balykchy,Kyrgyzstan,Ysyk-Köl,Asia
At Bashy,Kyrgyzstan,Naryn,Asia
Jalal Abad,Kyrgyzstan,Jalal-Abad,Asia
Toktogul,Kyrgyzstan,Jalal-Abad,Asia
Tash Komur,Kyrgyzstan,Jalal-Abad,Asia
Talas,Kyrgyzstan,Talas,Asia
Osh,Kyrgyzstan,Osh,Asia
Karakol,Kyrgyzstan,Ysyk-Köl,Asia
Bishkek,Kyrgyzstan,Bishkek,Asia
Ban Houayxay,Laos,Bokeo,Africa
Louang Namtha,Laos,Louang Namtha,Africa
Champasak,Laos,Champasak,Africa
Saravan,Laos,Saravan,Africa
Xam Nua,Laos,Houaphan,Africa
Phongsali,Laos,Phôngsali,Africa
Attapu,Laos,Attapu,Africa
Xaignabouri,Laos,Xaignabouri,Africa
Pakxe,Laos,Champasak,Africa
Xiangkhoang,Laos,Xiangkhoang,Africa
Louangphrabang,Laos,Louangphrabang,Africa
Thakhek,Laos,Khammouan,Africa
Savannakhet,Laos,Savannakhét,Africa
Vientiane,Laos,Vientiane [prefecture],Africa
Rezekne,Latvia,Latgale,Europe
Ventspils,Latvia,Ventspils,Europe
Jelgava,Latvia,Jelgava,Europe
Liepaga,Latvia,Liepaja,Europe
Daugavpils,Latvia,Daugavpils,Europe
Riga,Latvia,Riga,Europe
B'abda,Lebanon,Mount Lebanon,Asia
Nabatiye et Tahta,Lebanon,An Nabatiyah,Asia
Saida,Lebanon,South Lebanon,Asia
Zahle,Lebanon,Mount Lebanon,Asia
Trablous,Lebanon,North Lebanon,Asia
Beirut,Lebanon,Beirut,Asia
Teyateyaneng,Lesotho,Berea,Africa
Mohales Hoek,Lesotho,Mohale's Hoek,Africa
Moyeni,Lesotho,Quthing,Africa
Hlotse,Lesotho,Leribe,Africa
Butha-Buthe,Lesotho,Leribe,Africa
Mokhotlong,Lesotho,Mokhotlong,Africa
Mafetang,Lesotho,Mafeteng,Africa
Maseru,Lesotho,Maseru,Africa
Barclayville,Liberia,GrandKru,Africa
Voinjama,Liberia,Lofa,Africa
Bensonville,Liberia,Montserrado,Africa
Kakata,Liberia,Margibi,Africa
Sanniquellie,Liberia,Nimba,Africa
Rivercess,Liberia,River Cess,Africa
Harper,Liberia,Maryland,Africa
Gbarnga,Liberia,Bong,Africa
Zwedru,Liberia,GrandGedeh,Africa
Greenville,Liberia,Sinoe,Africa
Buchanan,Liberia,Grand Bassa,Africa
Robertsport,Liberia,Grand Cape Mount,Africa
Monrovia,Liberia,Montserrado,Africa
Dirj,Libya,Ghadamis,Africa
Nalut,Libya,Ghadamis,Africa
Zillah,Libya,Al Jufrah,Africa
Al Khums,Libya,Al Marqab,Africa
Tajarhi,Libya,Murzuq,Africa
Umm al Abid,Libya,Sabha,Africa
Az Zawiyah,Libya,Az Zawiyah,Africa
Gharyan,Libya,Mizdah,Africa
Mizdah,Libya,Mizdah,Africa
Bani Walid,Libya,Bani Walid,Africa
Al Marj,Libya,Al Hizam Al Akhdar,Africa
Al Bayda,Libya,Al Jabal al Akhdar,Africa
Shahhat,Libya,Al Jabal al Akhdar,Africa
El Agheila,Libya,Ajdabiya,Africa
Maradah,Libya,Ajdabiya,Africa
Qaminis,Libya,Benghazi,Africa
As Sidr,Libya,Surt,Africa
Al Jaghbub,Libya,Al Butnan,Africa
Ghadamis,Libya,Ghadamis,Africa
Hun,Libya,Al Jufrah,Africa
Birak,Libya,Ash Shati',Africa
Ghat,Libya,Ghat,Africa
Marzuq,Libya,Murzuq,Africa
Ajdabiya,Libya,Ajdabiya,Africa
Awjilah,Libya,Ajdabiya,Africa
Surt,Libya,Surt,Africa
Darnah,Libya,Al Qubbah,Africa
Tubruq,Libya,Al Butnan,Africa
Al Jawf,Libya,Al Kufrah,Africa
Tmassah,Libya,Murzuq,Africa
Misratah,Libya,Misratah,Africa
Zuwarah,Libya,An Nuqat al Khams,Africa
Sabha,Libya,Sabha,Africa
Banghazi,Libya,Benghazi,Africa
Tripoli,Libya,Tajura' wa an Nawahi al Arba,Africa
Vaduz,Liechtenstein,,Europe
Panevežys,Lithuania,Panevezio,Europe
Siauliai,Lithuania,Šiauliai,Europe
Klaipeda,Lithuania,Klaipedos,Europe
Kaunas,Lithuania,Kauno,Europe
Vilnius,Lithuania,Vilniaus,Europe
Diekirch,Luxembourg,Diekirch,Europe
Grevenmacher,Luxembourg,Grevenmacher,Europe
Luxembourg,Luxembourg,Luxembourg,Europe
Macau,Macau S.A.R,,Asia
Tetovo,Macedonia,Tetovo,Europe
Bitola,Macedonia,Bitola,Europe
Skopje,Macedonia,Centar,Europe
Sambava,Madagascar,Antsiranana,Africa
Ambanja,Madagascar,Antsiranana,Africa
Ihosy,Madagascar,Fianarantsoa,Africa
Mandritsara,Madagascar,Mahajanga,Africa
Besalampy,Madagascar,Mahajanga,Africa
Marovoay,Madagascar,Mahajanga,Africa
Antsohihy,Madagascar,Mahajanga,Africa
Ambatondrazaka,Madagascar,Toamasina,Africa
Bekiy,Madagascar,Toliary,Africa
Manja,Madagascar,Toliary,Africa
Miandrivazo,Madagascar,Toliary,Africa
Antsirabe,Madagascar,Antananarivo,Africa
Antalaha,Madagascar,Antsiranana,Africa
Andoany,Madagascar,Antsiranana,Africa
Farafangana,Madagascar,Fianarantsoa,Africa
Mananjary,Madagascar,Fianarantsoa,Africa
Maintirano,Madagascar,Mahajanga,Africa
Toamasina,Madagascar,Toamasina,Africa
Maroantsetra,Madagascar,Toamasina,Africa
Tolanaro,Madagascar,Toliary,Africa
Morombe,Madagascar,Toliary,Africa
Androka,Madagascar,Toliary,Africa
Morondava,Madagascar,Toliary,Africa
Antsiranana,Madagascar,Antsiranana,Africa
Fianarantsoa,Madagascar,Fianarantsoa,Africa
Mahajanga,Madagascar,Mahajanga,Africa
Toliara,Madagascar,Toliary,Africa
Antananarivo,Madagascar,Antananarivo,Africa
Mzimba,Malawi,Mzimba,Africa
Machinga,Malawi,Machinga,Africa
Dedza,Malawi,Dedza,Africa
Mchinji,Malawi,Mchinji,Africa
Ntcheu,Malawi,Ntcheu,Africa
Chiradzulu,Malawi,Chiradzulu,Africa
Nsanje,Malawi,Nsanje,Africa
Mwanza,Malawi,Mwanza,Africa
Mulanje,Malawi,Mulanje,Africa
Karonga,Malawi,Chitipa,Africa
Chitipa,Malawi,Chitipa,Africa
Nkhata Bay,Malawi,Nkhata Bay,Africa
Nkhotakota,Malawi,Nkhotakota,Africa
Mangochi,Malawi,Mangochi,Africa
Salima,Malawi,Salima,Africa
Chiromo,Malawi,Nsanje,Africa
Zomba,Malawi,Zomba,Africa
Mzuzu,Malawi,Mzimba,Africa
Blantyre,Malawi,Blantyre,Africa
Lilongwe,Malawi,Lilongwe,Africa
Kangar,Malaysia,Perlis,Asia
Kuala Lipis,Malaysia,Pahang,Asia
Shah Alam,Malaysia,Selangor,Asia
Teluk Intan,Malaysia,Perak,Asia
Butterworth,Malaysia,Pulau Pinang,Asia
Sungai Petani,Malaysia,Kedah,Asia
Alor Setar,Malaysia,Kedah,Asia
Muar,Malaysia,Johor,Asia
Batu Pahat,Malaysia,Johor,Asia
Keluang,Malaysia,Johor,Asia
Seremban,Malaysia,Negeri Sembilan,Asia
Raub,Malaysia,Pahang,Asia
Chukai,Malaysia,Trengganu,Asia
Kuala Terengganu,Malaysia,Trengganu,Asia
Lahad Datu,Malaysia,Sabah,Asia
Bintulu,Malaysia,Sarawak,Asia
Miri,Malaysia,Sarawak,Asia
Johor Bahru,Malaysia,Johor,Asia
Kelang,Malaysia,Selangor,Asia
Taiping,Malaysia,Perak,Asia
Ipoh,Malaysia,Perak,Asia
Kota Baharu,Malaysia,Kelantan,Asia
Malacca,Malaysia,Melaka,Asia
Kuantan,Malaysia,Pahang,Asia
Tawau,Malaysia,Sabah,Asia
Sandakan,Malaysia,Sabah,Asia
Kota Kinabalu,Malaysia,Sabah,Asia
Sibu,Malaysia,Sarawak,Asia
George Town,Malaysia,Pulau Pinang,Asia
Kuching,Malaysia,Sarawak,Asia
Putrajaya,Malaysia,Selangor,Asia
Kuala Lumpur,Malaysia,Selangor,Asia
Male,Maldives,,Africa
Goundam,Mali,Timbuktu,Africa
Aguelhok,Mali,Kidal,Africa
Bourem,Mali,Gao,Africa
Kati,Mali,Bamako,Africa
Banamba,Mali,Bamako,Africa
Kangaba,Mali,Bamako,Africa
Nioro du Sahel,Mali,Kayes,Africa
Bafoulabe,Mali,Kayes,Africa
Satadougou,Mali,Kayes,Africa
Yelimane,Mali,Kayes,Africa
Kita,Mali,Kayes,Africa
Koutiala,Mali,Sikasso,Africa
Sikasso,Mali,Sikasso,Africa
Bougouni,Mali,Sikasso,Africa
Markala,Mali,Ségou,Africa
Sokolo,Mali,Ségou,Africa
San,Mali,Ségou,Africa
Taoudenni,Mali,Timbuktu,Africa
Araouane,Mali,Timbuktu,Africa
Tessalit,Mali,Kidal,Africa
Menaka,Mali,Gao,Africa
Nara,Mali,Bamako,Africa
Koulikoro,Mali,Bamako,Africa
Mopti,Mali,Mopti,Africa
Gao,Mali,Gao,Africa
Kayes,Mali,Kayes,Africa
Segou,Mali,Ségou,Africa
Timbuktu,Mali,Timbuktu,Africa
Bamako,Mali,Bamako,Africa
Djenne,Mali,Mopti,Africa
Valletta,Malta,,Europe
Majuro,Marshall Islands,,
Fderik,Mauritania,Tiris Zemmour,Africa
Aleg,Mauritania,Brakna,Africa
Akjoujt,Mauritania,Inchiri,Africa
Zouirat,Mauritania,Tiris Zemmour,Africa
Chegga,Mauritania,Tiris Zemmour,Africa
Magta Lajar,Mauritania,Brakna,Africa
Bogue,Mauritania,Brakna,Africa
Boutilimit,Mauritania,Trarza,Africa
Selibaby,Mauritania,Guidimaka,Africa
Timbedra,Mauritania,Hodh ech Chargui,Africa
Nema,Mauritania,Hodh ech Chargui,Africa
Saint-Louis,Mauritania,Trarza,Africa
Tidjikdja,Mauritania,Tagant,Africa
Bir Mogrein,Mauritania,Tiris Zemmour,Africa
Rosso,Mauritania,Trarza,Africa
Kiffa,Mauritania,Assaba,Africa
Nouadhibou,Mauritania,Dakhlet Nouadhibou,Africa
Ayoun el Atrous,Mauritania,Hodh el Gharbi,Africa
Nouakchott,Mauritania,Nouakchott,Africa
Atar,Mauritania,Adrar,Africa
Curepipe,Mauritius,,
Port Louis,Mauritius,,
Vicente Guerrero,Mexico,Baja California,North America
Loreto,Mexico,Baja California Sur,North America
Ciudad Constitucion,Mexico,Baja California Sur,North America
Allende,Mexico,Coahuila,North America
Nueva Rosita,Mexico,Coahuila,North America
Hidalgo del Parral,Mexico,Chihuahua,North America
Ascension,Mexico,Chihuahua,North America
Gomez Palacio,Mexico,Durango,North America
Canatlan,Mexico,Durango,North America
Villa Union,Mexico,Sinaloa,North America
Altata,Mexico,Sinaloa,North America
Esperanza,Mexico,Sonora,North America
Magdalena,Mexico,Sonora,North America
Nacozari Viejo,Mexico,Sonora,North America
Villanueva,Mexico,Zacatecas,North America
Montemorelos,Mexico,Nuevo León,North America
Sabinas Hidalgo,Mexico,Nuevo León,North America
Cardenas,Mexico,San Luis Potosí,North America
Ciudad Valles,Mexico,San Luis Potosí,North America
Rio Verde,Mexico,San Luis Potosí,North America
Ciudad Mante,Mexico,Tamaulipas,North America
Reynosa,Mexico,Tamaulipas,North America
Ciudad Madero,Mexico,Tamaulipas,North America
Autlan,Mexico,Jalisco,North America
Ciudad Hidalgo,Mexico,Michoacán,North America
Apatzingan,Mexico,Michoacán,North America
Santiago Ixcuintla,Mexico,Nayarit,North America
Juchitan,Mexico,Oaxaca,North America
Miahuatlan,Mexico,Oaxaca,North America
Atlixco,Mexico,Puebla,North America
Acatlan,Mexico,Puebla,North America
Paraiso,Mexico,Tabasco,North America
Balancan,Mexico,Tabasco,North America
Tlaxcala,Mexico,Tlaxcala,North America
Irapuato,Mexico,Guanajuato,North America
Celaya,Mexico,Guanajuato,North America
Chilpancingo,Mexico,Guerrero,North America
Iguala,Mexico,Guerrero,North America
Tecpan,Mexico,Guerrero,North America
Atoyac,Mexico,Guerrero,North America
Nezahualcoyotl,Mexico,México,North America
San Juan del Rio,Mexico,Querétaro,North America
Jaltipan,Mexico,Veracruz,North America
Orizaba,Mexico,Veracruz,North America
Xalapa,Mexico,Veracruz,North America
Nautla,Mexico,Veracruz,North America
San Cristobal de Las Casas,Mexico,Chiapas,North America
Escuintla,Mexico,Chiapas,North America
Motul,Mexico,Yucatán,North America
Tekax,Mexico,Yucatán,North America
Peto,Mexico,Yucatán,North America
Halacho,Mexico,Yucatán,North America
San Quintin,Mexico,Baja California,North America
Punta Prieta,Mexico,Baja California,North America
San Felipe,Mexico,Baja California,North America
Santa Rosalia,Mexico,Baja California Sur,North America
Guerrero Negro,Mexico,Baja California Sur,North America
Piedras Negras,Mexico,Coahuila,North America
San Pedro de las Colonias,Mexico,Coahuila,North America
Sierra Mojada,Mexico,Coahuila,North America
Parras,Mexico,Coahuila,North America
Cuauhtemoc,Mexico,Chihuahua,North America
Nuevo Casas Grandes,Mexico,Chihuahua,North America
Ojinaga,Mexico,Chihuahua,North America
Villa Ahumada,Mexico,Chihuahua,North America
Santa Barbara,Mexico,Chihuahua,North America
Ciudad Camargo,Mexico,Chihuahua,North America
Cuencame,Mexico,Durango,North America
Papasquiaro,Mexico,Durango,North America
Escuinapa,Mexico,Sinaloa,North America
Guamuchil,Mexico,Sinaloa,North America
Guasave,Mexico,Sinaloa,North America
El Fuerte,Mexico,Sinaloa,North America
Eldorado,Mexico,Sinaloa,North America
La Cruz,Mexico,Sinaloa,North America
Agua Prieta,Mexico,Sonora,North America
Ciudad Obregon,Mexico,Sonora,North America
Navajoa,Mexico,Sonora,North America
Caborca,Mexico,Sonora,North America
Mazatlán,Mexico,Sonora,North America
Cananea,Mexico,Sonora,North America
Huatabampo,Mexico,Sonora,North America
Zacatecas,Mexico,Zacatecas,North America
Juan Aldama,Mexico,Zacatecas,North America
Valparaiso,Mexico,Zacatecas,North America
Fresnillo,Mexico,Zacatecas,North America
Linares,Mexico,Nuevo León,North America
Matehuala,Mexico,San Luis Potosí,North America
Tamuin,Mexico,San Luis Potosí,North America
Tamazunchale,Mexico,San Luis Potosí,North America
Tula,Mexico,Tamaulipas,North America
Aldama,Mexico,Tamaulipas,North America
San Fernando,Mexico,Tamaulipas,North America
Tecoman,Mexico,Colima,North America
Puerto Vallarta,Mexico,Jalisco,North America
La Barca,Mexico,Jalisco,North America
